Time(ms),Fhr1(BPM),Fhr2(BPM),Uc(TOCO),Time_sec,Avg_FHR_BPM,Avg_Pulse_Interval_ms
252500,137,0,11,252.5,137.53333333333333,436.2578768783325
252750,138,0,11,252.75,137.53333333333333,436.2578768783325
253000,138,0,11,253.0,137.53333333333333,436.2578768783325
253250,138,0,11,253.25,137.53333333333333,436.2578768783325
253500,138,0,11,253.5,137.53333333333333,436.2578768783325
253750,138,0,11,253.75,137.53333333333333,436.2578768783325
254000,138,0,11,254.0,137.53333333333333,436.2578768783325
254250,137,0,11,254.25,137.53333333333333,436.2578768783325
254500,137,0,11,254.5,137.53333333333333,436.2578768783325
254750,137,0,11,254.75,137.53333333333333,436.2578768783325
255000,137,0,11,255.0,137.53333333333333,436.2578768783325
255250,138,0,11,255.25,137.2,437.3177842565598
255500,138,0,11,255.5,137.2,437.3177842565598
255750,138,0,11,255.75,137.2,437.3177842565598
256000,138,0,11,256.0,137.2,437.3177842565598
256250,138,0,11,256.25,137.2,437.3177842565598
256500,138,0,11,256.5,137.2,437.3177842565598
256750,137,0,11,256.75,137.2,437.3177842565598
257000,137,0,11,257.0,137.2,437.3177842565598
257250,137,0,11,257.25,137.2,437.3177842565598
257500,137,0,11,257.5,137.2,437.3177842565598
257750,137,0,11,257.75,137.2,437.3177842565598
258000,137,0,11,258.0,137.2,437.3177842565598
258250,136,0,11,258.25,137.2,437.3177842565598
258500,136,0,11,258.5,137.2,437.3177842565598
258750,136,0,11,258.75,137.2,437.3177842565598
259000,136,0,11,259.0,136.13333333333333,440.7443682664055
259250,136,0,11,259.25,136.13333333333333,440.7443682664055
259500,136,0,11,259.5,136.13333333333333,440.7443682664055
259750,136,0,11,259.75,136.13333333333333,440.7443682664055
260000,136,0,11,260.0,136.13333333333333,440.7443682664055
260250,136,0,11,260.25,136.13333333333333,440.7443682664055
260500,136,0,11,260.5,136.13333333333333,440.7443682664055
260750,136,0,11,260.75,136.13333333333333,440.7443682664055
261000,136,0,11,261.0,136.13333333333333,440.7443682664055
261250,136,0,11,261.25,136.13333333333333,440.7443682664055
261500,136,0,11,261.5,136.13333333333333,440.7443682664055
261750,137,0,11,261.75,136.13333333333333,440.7443682664055
262000,137,0,11,262.0,136.13333333333333,440.7443682664055
262250,136,0,11,262.25,136.13333333333333,440.7443682664055
262500,136,0,11,262.5,136.13333333333333,440.7443682664055
262750,134,0,11,262.75,132.13333333333333,454.0867810292634
263000,134,0,11,263.0,132.13333333333333,454.0867810292634
263250,134,0,11,263.25,132.13333333333333,454.0867810292634
263500,134,0,11,263.5,132.13333333333333,454.0867810292634
263750,133,0,11,263.75,132.13333333333333,454.0867810292634
264000,133,0,11,264.0,132.13333333333333,454.0867810292634
264250,132,0,11,264.25,132.13333333333333,454.0867810292634
264500,132,0,11,264.5,132.13333333333333,454.0867810292634
264750,132,0,11,264.75,132.13333333333333,454.0867810292634
265000,132,0,11,265.0,132.13333333333333,454.0867810292634
265250,131,0,11,265.25,132.13333333333333,454.0867810292634
265500,131,0,11,265.5,132.13333333333333,454.0867810292634
265750,130,0,11,265.75,132.13333333333333,454.0867810292634
266000,130,0,11,266.0,132.13333333333333,454.0867810292634
266250,130,0,11,266.25,132.13333333333333,454.0867810292634
266500,130,0,11,266.5,128.93333333333334,465.3567735263702
266750,129,0,11,266.75,128.93333333333334,465.3567735263702
267000,129,0,11,267.0,128.93333333333334,465.3567735263702
267250,129,0,11,267.25,128.93333333333334,465.3567735263702
267500,129,0,11,267.5,128.93333333333334,465.3567735263702
267750,128,0,11,267.75,128.93333333333334,465.3567735263702
268000,128,0,11,268.0,128.93333333333334,465.3567735263702
268250,128,0,11,268.25,128.93333333333334,465.3567735263702
268500,128,0,11,268.5,128.93333333333334,465.3567735263702
268750,128,0,11,268.75,128.93333333333334,465.3567735263702
269000,128,0,11,269.0,128.93333333333334,465.3567735263702
269250,130,0,11,269.25,128.93333333333334,465.3567735263702
269500,130,0,11,269.5,128.93333333333334,465.3567735263702
269750,130,0,11,269.75,128.93333333333334,465.3567735263702
270000,130,0,11,270.0,128.93333333333334,465.3567735263702
270250,130,0,11,270.25,129.73333333333332,462.4871531346352
270500,130,0,11,270.5,129.73333333333332,462.4871531346352
270750,130,0,11,270.75,129.73333333333332,462.4871531346352
271000,130,0,11,271.0,129.73333333333332,462.4871531346352
271250,130,0,11,271.25,129.73333333333332,462.4871531346352
271500,130,0,11,271.5,129.73333333333332,462.4871531346352
271750,130,0,11,271.75,129.73333333333332,462.4871531346352
272000,130,0,11,272.0,129.73333333333332,462.4871531346352
272250,130,0,11,272.25,129.73333333333332,462.4871531346352
272500,130,0,11,272.5,129.73333333333332,462.4871531346352
272750,130,0,12,272.75,129.73333333333332,462.4871531346352
273000,130,0,12,273.0,129.73333333333332,462.4871531346352
273250,129,0,13,273.25,129.73333333333332,462.4871531346352
273500,129,0,13,273.5,129.73333333333332,462.4871531346352
273750,128,0,13,273.75,129.73333333333332,462.4871531346352
274000,128,0,13,274.0,128.26666666666668,467.77546777546775
274250,128,0,14,274.25,128.26666666666668,467.77546777546775
274500,128,0,14,274.5,128.26666666666668,467.77546777546775
274750,129,0,15,274.75,128.26666666666668,467.77546777546775
275000,129,0,15,275.0,128.26666666666668,467.77546777546775
275250,130,0,16,275.25,128.26666666666668,467.77546777546775
275500,130,0,16,275.5,128.26666666666668,467.77546777546775
275750,129,0,17,275.75,128.26666666666668,467.77546777546775
276000,129,0,17,276.0,128.26666666666668,467.77546777546775
276250,128,0,18,276.25,128.26666666666668,467.77546777546775
276500,128,0,18,276.5,128.26666666666668,467.77546777546775
276750,127,0,19,276.75,128.26666666666668,467.77546777546775
277000,127,0,19,277.0,128.26666666666668,467.77546777546775
277250,127,0,21,277.25,128.26666666666668,467.77546777546775
277500,127,0,21,277.5,128.26666666666668,467.77546777546775
277750,126,0,22,277.75,127.33333333333333,471.20418848167543
278000,126,0,22,278.0,127.33333333333333,471.20418848167543
278250,126,0,23,278.25,127.33333333333333,471.20418848167543
278500,126,0,23,278.5,127.33333333333333,471.20418848167543
278750,127,0,24,278.75,127.33333333333333,471.20418848167543
279000,127,0,24,279.0,127.33333333333333,471.20418848167543
279250,128,0,25,279.25,127.33333333333333,471.20418848167543
279500,128,0,25,279.5,127.33333333333333,471.20418848167543
279750,128,0,26,279.75,127.33333333333333,471.20418848167543
280000,128,0,26,280.0,127.33333333333333,471.20418848167543
280250,128,0,27,280.25,127.33333333333333,471.20418848167543
280500,128,0,27,280.5,127.33333333333333,471.20418848167543
280750,128,0,27,280.75,127.33333333333333,471.20418848167543
281000,128,0,27,281.0,127.33333333333333,471.20418848167543
281250,128,0,28,281.25,127.33333333333333,471.20418848167543
281500,128,0,28,281.5,127.73333333333333,469.7286012526096
281750,127,0,29,281.75,127.73333333333333,469.7286012526096
282000,127,0,29,282.0,127.73333333333333,469.7286012526096
282250,127,0,29,282.25,127.73333333333333,469.7286012526096
282500,127,0,29,282.5,127.73333333333333,469.7286012526096
282750,127,0,29,282.75,127.73333333333333,469.7286012526096
283000,127,0,29,283.0,127.73333333333333,469.7286012526096
283250,127,0,30,283.25,127.73333333333333,469.7286012526096
283500,127,0,30,283.5,127.73333333333333,469.7286012526096
283750,128,0,30,283.75,127.73333333333333,469.7286012526096
284000,128,0,30,284.0,127.73333333333333,469.7286012526096
284250,129,0,30,284.25,127.73333333333333,469.7286012526096
284500,129,0,30,284.5,127.73333333333333,469.7286012526096
284750,129,0,30,284.75,127.73333333333333,469.7286012526096
285000,129,0,30,285.0,127.73333333333333,469.7286012526096
285250,128,0,31,285.25,127.86666666666666,469.2387904066736
285500,128,0,31,285.5,127.86666666666666,469.2387904066736
285750,128,0,31,285.75,127.86666666666666,469.2387904066736
286000,128,0,31,286.0,127.86666666666666,469.2387904066736
286250,128,0,31,286.25,127.86666666666666,469.2387904066736
286500,128,0,31,286.5,127.86666666666666,469.2387904066736
286750,127,0,31,286.75,127.86666666666666,469.2387904066736
287000,127,0,31,287.0,127.86666666666666,469.2387904066736
287250,127,0,32,287.25,127.86666666666666,469.2387904066736
287500,127,0,32,287.5,127.86666666666666,469.2387904066736
287750,128,0,32,287.75,127.86666666666666,469.2387904066736
288000,128,0,32,288.0,127.86666666666666,469.2387904066736
288250,129,0,32,288.25,127.86666666666666,469.2387904066736
288500,129,0,32,288.5,127.86666666666666,469.2387904066736
288750,128,0,33,288.75,127.86666666666666,469.2387904066736
289000,128,0,33,289.0,127.06666666666666,472.193074501574
289250,127,0,33,289.25,127.06666666666666,472.193074501574
289500,127,0,33,289.5,127.06666666666666,472.193074501574
289750,127,0,33,289.75,127.06666666666666,472.193074501574
290000,127,0,33,290.0,127.06666666666666,472.193074501574
290250,127,0,34,290.25,127.06666666666666,472.193074501574
290500,127,0,34,290.5,127.06666666666666,472.193074501574
290750,127,0,34,290.75,127.06666666666666,472.193074501574
291000,127,0,34,291.0,127.06666666666666,472.193074501574
291250,127,0,34,291.25,127.06666666666666,472.193074501574
291500,127,0,34,291.5,127.06666666666666,472.193074501574
291750,127,0,34,291.75,127.06666666666666,472.193074501574
292000,127,0,34,292.0,127.06666666666666,472.193074501574
292250,127,0,34,292.25,127.06666666666666,472.193074501574
292500,127,0,34,292.5,127.06666666666666,472.193074501574
292750,128,0,35,292.75,127.2,471.6981132075472
293000,128,0,35,293.0,127.2,471.6981132075472
293250,128,0,35,293.25,127.2,471.6981132075472
293500,128,0,35,293.5,127.2,471.6981132075472
293750,128,0,35,293.75,127.2,471.6981132075472
294000,128,0,35,294.0,127.2,471.6981132075472
294250,127,0,35,294.25,127.2,471.6981132075472
294500,127,0,35,294.5,127.2,471.6981132075472
294750,127,0,35,294.75,127.2,471.6981132075472
295000,127,0,35,295.0,127.2,471.6981132075472
295250,127,0,36,295.25,127.2,471.6981132075472
295500,127,0,36,295.5,127.2,471.6981132075472
295750,126,0,37,295.75,127.2,471.6981132075472
296000,126,0,37,296.0,127.2,471.6981132075472
296250,126,0,37,296.25,127.2,471.6981132075472
296500,126,0,37,296.5,127.06666666666666,472.193074501574
296750,127,0,38,296.75,127.06666666666666,472.193074501574
297000,127,0,38,297.0,127.06666666666666,472.193074501574
297250,127,0,39,297.25,127.06666666666666,472.193074501574
297500,127,0,39,297.5,127.06666666666666,472.193074501574
297750,128,0,40,297.75,127.06666666666666,472.193074501574
298000,128,0,40,298.0,127.06666666666666,472.193074501574
298250,128,0,41,298.25,127.06666666666666,472.193074501574
298500,128,0,41,298.5,127.06666666666666,472.193074501574
298750,127,0,42,298.75,127.06666666666666,472.193074501574
299000,127,0,42,299.0,127.06666666666666,472.193074501574
299250,127,0,43,299.25,127.06666666666666,472.193074501574
299500,127,0,43,299.5,127.06666666666666,472.193074501574
299750,126,0,44,299.75,127.06666666666666,472.193074501574
300000,126,0,44,300.0,127.06666666666666,472.193074501574
300250,126,0,45,300.25,125.86666666666666,476.6949152542373
300500,126,0,45,300.5,125.86666666666666,476.6949152542373
300750,125,0,47,300.75,125.86666666666666,476.6949152542373
301000,125,0,47,301.0,125.86666666666666,476.6949152542373
301250,125,0,47,301.25,125.86666666666666,476.6949152542373
301500,125,0,47,301.5,125.86666666666666,476.6949152542373
301750,125,0,48,301.75,125.86666666666666,476.6949152542373
302000,125,0,48,302.0,125.86666666666666,476.6949152542373
302250,126,0,49,302.25,125.86666666666666,476.6949152542373
302500,126,0,49,302.5,125.86666666666666,476.6949152542373
302750,127,0,50,302.75,125.86666666666666,476.6949152542373
303000,127,0,50,303.0,125.86666666666666,476.6949152542373
303250,127,0,50,303.25,125.86666666666666,476.6949152542373
303500,127,0,50,303.5,125.86666666666666,476.6949152542373
303750,126,0,51,303.75,125.86666666666666,476.6949152542373
304000,126,0,51,304.0,125.06666666666666,479.7441364605544
304250,125,0,51,304.25,125.06666666666666,479.7441364605544
304500,125,0,51,304.5,125.06666666666666,479.7441364605544
304750,125,0,52,304.75,125.06666666666666,479.7441364605544
305000,125,0,52,305.0,125.06666666666666,479.7441364605544
305250,125,0,52,305.25,125.06666666666666,479.7441364605544
305500,125,0,52,305.5,125.06666666666666,479.7441364605544
305750,125,0,52,305.75,125.06666666666666,479.7441364605544
306000,125,0,52,306.0,125.06666666666666,479.7441364605544
306250,125,0,52,306.25,125.06666666666666,479.7441364605544
306500,125,0,52,306.5,125.06666666666666,479.7441364605544
306750,125,0,52,306.75,125.06666666666666,479.7441364605544
307000,125,0,52,307.0,125.06666666666666,479.7441364605544
307250,125,0,52,307.25,125.06666666666666,479.7441364605544
307500,125,0,52,307.5,125.06666666666666,479.7441364605544
307750,125,0,52,307.75,126.13333333333334,475.6871035940803
308000,125,0,52,308.0,126.13333333333334,475.6871035940803
308250,125,0,53,308.25,126.13333333333334,475.6871035940803
308500,125,0,53,308.5,126.13333333333334,475.6871035940803
308750,126,0,53,308.75,126.13333333333334,475.6871035940803
309000,126,0,53,309.0,126.13333333333334,475.6871035940803
309250,127,0,54,309.25,126.13333333333334,475.6871035940803
309500,127,0,54,309.5,126.13333333333334,475.6871035940803
309750,127,0,55,309.75,126.13333333333334,475.6871035940803
310000,127,0,55,310.0,126.13333333333334,475.6871035940803
310250,127,0,56,310.25,126.13333333333334,475.6871035940803
310500,127,0,56,310.5,126.13333333333334,475.6871035940803
310750,126,0,57,310.75,126.13333333333334,475.6871035940803
311000,126,0,57,311.0,126.13333333333334,475.6871035940803
311250,126,0,58,311.25,126.13333333333334,475.6871035940803
311500,126,0,58,311.5,125.46666666666667,478.2146652497343
311750,126,0,59,311.75,125.46666666666667,478.2146652497343
312000,126,0,59,312.0,125.46666666666667,478.2146652497343
312250,126,0,60,312.25,125.46666666666667,478.2146652497343
312500,126,0,60,312.5,125.46666666666667,478.2146652497343
312750,126,0,61,312.75,125.46666666666667,478.2146652497343
313000,126,0,61,313.0,125.46666666666667,478.2146652497343
313250,125,0,62,313.25,125.46666666666667,478.2146652497343
313500,125,0,62,313.5,125.46666666666667,478.2146652497343
313750,125,0,63,313.75,125.46666666666667,478.2146652497343
314000,125,0,63,314.0,125.46666666666667,478.2146652497343
314250,125,0,63,314.25,125.46666666666667,478.2146652497343
314500,125,0,63,314.5,125.46666666666667,478.2146652497343
314750,125,0,63,314.75,125.46666666666667,478.2146652497343
315000,125,0,63,315.0,125.46666666666667,478.2146652497343
315250,125,0,64,315.25,126.06666666666666,475.9386567953464
315500,125,0,64,315.5,126.06666666666666,475.9386567953464
315750,125,0,64,315.75,126.06666666666666,475.9386567953464
316000,125,0,64,316.0,126.06666666666666,475.9386567953464
316250,126,0,64,316.25,126.06666666666666,475.9386567953464
316500,126,0,64,316.5,126.06666666666666,475.9386567953464
316750,126,0,64,316.75,126.06666666666666,475.9386567953464
317000,126,0,64,317.0,126.06666666666666,475.9386567953464
317250,126,0,65,317.25,126.06666666666666,475.9386567953464
317500,126,0,65,317.5,126.06666666666666,475.9386567953464
317750,127,0,65,317.75,126.06666666666666,475.9386567953464
318000,127,0,65,318.0,126.06666666666666,475.9386567953464
318250,127,0,66,318.25,126.06666666666666,475.9386567953464
318500,127,0,66,318.5,126.06666666666666,475.9386567953464
318750,127,0,66,318.75,126.06666666666666,475.9386567953464
319000,127,0,66,319.0,127.13333333333334,471.9454640797063
319250,127,0,67,319.25,127.13333333333334,471.9454640797063
319500,127,0,67,319.5,127.13333333333334,471.9454640797063
319750,127,0,68,319.75,127.13333333333334,471.9454640797063
320000,127,0,68,320.0,127.13333333333334,471.9454640797063
320250,127,0,69,320.25,127.13333333333334,471.9454640797063
320500,127,0,69,320.5,127.13333333333334,471.9454640797063
320750,127,0,70,320.75,127.13333333333334,471.9454640797063
321000,127,0,70,321.0,127.13333333333334,471.9454640797063
321250,127,0,71,321.25,127.13333333333334,471.9454640797063
321500,127,0,71,321.5,127.13333333333334,471.9454640797063
321750,127,0,72,321.75,127.13333333333334,471.9454640797063
322000,127,0,72,322.0,127.13333333333334,471.9454640797063
322250,128,0,73,322.25,127.13333333333334,471.9454640797063
322500,128,0,73,322.5,127.13333333333334,471.9454640797063
322750,127,0,75,322.75,126.6,473.93364928909955
323000,127,0,75,323.0,126.6,473.93364928909955
323250,127,0,75,323.25,126.6,473.93364928909955
323500,127,0,75,323.5,126.6,473.93364928909955
323750,127,0,76,323.75,126.6,473.93364928909955
324000,127,0,76,324.0,126.6,473.93364928909955
324250,127,0,76,324.25,126.6,473.93364928909955
324500,127,0,76,324.5,126.6,473.93364928909955
324750,126,0,77,324.75,126.6,473.93364928909955
325000,126,0,77,325.0,126.6,473.93364928909955
325250,126,0,77,325.25,126.6,473.93364928909955
325500,126,0,77,325.5,126.6,473.93364928909955
325750,126,0,78,325.75,126.6,473.93364928909955
326000,126,0,78,326.0,126.6,473.93364928909955
326250,127,0,78,326.25,126.6,473.93364928909955
326500,127,0,78,326.5,127.53333333333333,470.4652378463147
326750,128,0,79,326.75,127.53333333333333,470.4652378463147
327000,128,0,79,327.0,127.53333333333333,470.4652378463147
327250,128,0,79,327.25,127.53333333333333,470.4652378463147
327500,128,0,79,327.5,127.53333333333333,470.4652378463147
327750,128,0,79,327.75,127.53333333333333,470.4652378463147
328000,128,0,79,328.0,127.53333333333333,470.4652378463147
328250,128,0,79,328.25,127.53333333333333,470.4652378463147
328500,128,0,79,328.5,127.53333333333333,470.4652378463147
328750,127,0,80,328.75,127.53333333333333,470.4652378463147
329000,127,0,80,329.0,127.53333333333333,470.4652378463147
329250,127,0,80,329.25,127.53333333333333,470.4652378463147
329500,127,0,80,329.5,127.53333333333333,470.4652378463147
329750,127,0,81,329.75,127.53333333333333,470.4652378463147
330000,127,0,81,330.0,127.53333333333333,470.4652378463147
330250,127,0,82,330.25,126.13333333333334,475.6871035940803
330500,127,0,82,330.5,126.13333333333334,475.6871035940803
330750,126,0,83,330.75,126.13333333333334,475.6871035940803
331000,126,0,83,331.0,126.13333333333334,475.6871035940803
331250,126,0,83,331.25,126.13333333333334,475.6871035940803
331500,126,0,83,331.5,126.13333333333334,475.6871035940803
331750,126,0,83,331.75,126.13333333333334,475.6871035940803
332000,126,0,83,332.0,126.13333333333334,475.6871035940803
332250,126,0,83,332.25,126.13333333333334,475.6871035940803
332500,126,0,83,332.5,126.13333333333334,475.6871035940803
332750,126,0,84,332.75,126.13333333333334,475.6871035940803
333000,126,0,84,333.0,126.13333333333334,475.6871035940803
333250,126,0,84,333.25,126.13333333333334,475.6871035940803
333500,126,0,84,333.5,126.13333333333334,475.6871035940803
333750,126,0,84,333.75,126.13333333333334,475.6871035940803
334000,126,0,84,334.0,126.0,476.1904761904762
334250,126,0,84,334.25,126.0,476.1904761904762
334500,126,0,84,334.5,126.0,476.1904761904762
334750,126,0,83,334.75,126.0,476.1904761904762
335000,126,0,83,335.0,126.0,476.1904761904762
335250,126,0,81,335.25,126.0,476.1904761904762
335500,126,0,81,335.5,126.0,476.1904761904762
335750,126,0,80,335.75,126.0,476.1904761904762
336000,126,0,80,336.0,126.0,476.1904761904762
336250,126,0,79,336.25,126.0,476.1904761904762
336500,126,0,79,336.5,126.0,476.1904761904762
336750,126,0,77,336.75,126.0,476.1904761904762
337000,126,0,77,337.0,126.0,476.1904761904762
337250,126,0,76,337.25,126.0,476.1904761904762
337500,126,0,76,337.5,126.0,476.1904761904762
337750,127,0,75,337.75,126.86666666666666,472.93746715712035
338000,127,0,75,338.0,126.86666666666666,472.93746715712035
338250,127,0,74,338.25,126.86666666666666,472.93746715712035
338500,127,0,74,338.5,126.86666666666666,472.93746715712035
338750,127,0,73,338.75,126.86666666666666,472.93746715712035
339000,127,0,73,339.0,126.86666666666666,472.93746715712035
339250,128,0,72,339.25,126.86666666666666,472.93746715712035
339500,128,0,72,339.5,126.86666666666666,472.93746715712035
339750,127,0,71,339.75,126.86666666666666,472.93746715712035
340000,127,0,71,340.0,126.86666666666666,472.93746715712035
340250,126,0,70,340.25,126.86666666666666,472.93746715712035
340500,126,0,70,340.5,126.86666666666666,472.93746715712035
340750,126,0,70,340.75,126.86666666666666,472.93746715712035
341000,126,0,70,341.0,126.86666666666666,472.93746715712035
341250,127,0,70,341.25,126.86666666666666,472.93746715712035
341500,127,0,70,341.5,126.46666666666667,474.43331576172903
341750,127,0,70,341.75,126.46666666666667,474.43331576172903
342000,127,0,70,342.0,126.46666666666667,474.43331576172903
342250,126,0,70,342.25,126.46666666666667,474.43331576172903
342500,126,0,70,342.5,126.46666666666667,474.43331576172903
342750,126,0,69,342.75,126.46666666666667,474.43331576172903
343000,126,0,69,343.0,126.46666666666667,474.43331576172903
343250,126,0,68,343.25,126.46666666666667,474.43331576172903
343500,126,0,68,343.5,126.46666666666667,474.43331576172903
343750,126,0,67,343.75,126.46666666666667,474.43331576172903
344000,126,0,67,344.0,126.46666666666667,474.43331576172903
344250,127,0,66,344.25,126.46666666666667,474.43331576172903
344500,127,0,66,344.5,126.46666666666667,474.43331576172903
344750,127,0,66,344.75,126.46666666666667,474.43331576172903
345000,127,0,66,345.0,126.46666666666667,474.43331576172903
345250,128,0,66,345.25,127.2,471.6981132075472
345500,128,0,66,345.5,127.2,471.6981132075472
345750,128,0,65,345.75,127.2,471.6981132075472
346000,128,0,65,346.0,127.2,471.6981132075472
346250,128,0,65,346.25,127.2,471.6981132075472
346500,128,0,65,346.5,127.2,471.6981132075472
346750,128,0,64,346.75,127.2,471.6981132075472
347000,128,0,64,347.0,127.2,471.6981132075472
347250,127,0,64,347.25,127.2,471.6981132075472
347500,127,0,64,347.5,127.2,471.6981132075472
347750,126,0,63,347.75,127.2,471.6981132075472
348000,126,0,63,348.0,127.2,471.6981132075472
348250,126,0,63,348.25,127.2,471.6981132075472
348500,126,0,63,348.5,127.2,471.6981132075472
348750,126,0,63,348.75,127.2,471.6981132075472
349000,126,0,63,349.0,124.26666666666667,482.83261802575106
349250,125,0,63,349.25,124.26666666666667,482.83261802575106
349500,125,0,63,349.5,124.26666666666667,482.83261802575106
349750,124,0,63,349.75,124.26666666666667,482.83261802575106
350000,124,0,63,350.0,124.26666666666667,482.83261802575106
350250,124,0,63,350.25,124.26666666666667,482.83261802575106
350500,124,0,63,350.5,124.26666666666667,482.83261802575106
350750,124,0,62,350.75,124.26666666666667,482.83261802575106
351000,124,0,62,351.0,124.26666666666667,482.83261802575106
351250,124,0,62,351.25,124.26666666666667,482.83261802575106
351500,124,0,62,351.5,124.26666666666667,482.83261802575106
351750,124,0,61,351.75,124.26666666666667,482.83261802575106
352000,124,0,61,352.0,124.26666666666667,482.83261802575106
352250,124,0,60,352.25,124.26666666666667,482.83261802575106
352500,124,0,60,352.5,124.26666666666667,482.83261802575106
352750,124,0,59,352.75,124.46666666666667,482.05677557579
353000,124,0,59,353.0,124.46666666666667,482.05677557579
353250,124,0,58,353.25,124.46666666666667,482.05677557579
353500,124,0,58,353.5,124.46666666666667,482.05677557579
353750,124,0,57,353.75,124.46666666666667,482.05677557579
354000,124,0,57,354.0,124.46666666666667,482.05677557579
354250,124,0,56,354.25,124.46666666666667,482.05677557579
354500,124,0,56,354.5,124.46666666666667,482.05677557579
354750,125,0,55,354.75,124.46666666666667,482.05677557579
355000,125,0,55,355.0,124.46666666666667,482.05677557579
355250,125,0,54,355.25,124.46666666666667,482.05677557579
355500,125,0,54,355.5,124.46666666666667,482.05677557579
355750,125,0,53,355.75,124.46666666666667,482.05677557579
356000,125,0,53,356.0,124.46666666666667,482.05677557579
356250,125,0,52,356.25,124.46666666666667,482.05677557579
356500,125,0,52,356.5,125.8,476.9475357710652
356750,125,0,51,356.75,125.8,476.9475357710652
357000,125,0,51,357.0,125.8,476.9475357710652
357250,125,0,50,357.25,125.8,476.9475357710652
357500,125,0,50,357.5,125.8,476.9475357710652
357750,126,0,50,357.75,125.8,476.9475357710652
358000,126,0,50,358.0,125.8,476.9475357710652
358250,126,0,49,358.25,125.8,476.9475357710652
358500,126,0,49,358.5,125.8,476.9475357710652
358750,126,0,48,358.75,125.8,476.9475357710652
359000,126,0,48,359.0,125.8,476.9475357710652
359250,126,0,47,359.25,125.8,476.9475357710652
359500,126,0,47,359.5,125.8,476.9475357710652
359750,127,0,46,359.75,125.8,476.9475357710652
360000,127,0,46,360.0,125.8,476.9475357710652
360250,127,0,45,360.25,127.06666666666666,472.193074501574
360500,127,0,45,360.5,127.06666666666666,472.193074501574
360750,127,0,45,360.75,127.06666666666666,472.193074501574
361000,127,0,45,361.0,127.06666666666666,472.193074501574
361250,127,0,44,361.25,127.06666666666666,472.193074501574
361500,127,0,44,361.5,127.06666666666666,472.193074501574
361750,127,0,43,361.75,127.06666666666666,472.193074501574
362000,127,0,43,362.0,127.06666666666666,472.193074501574
362250,127,0,42,362.25,127.06666666666666,472.193074501574
362500,127,0,42,362.5,127.06666666666666,472.193074501574
362750,127,0,41,362.75,127.06666666666666,472.193074501574
363000,127,0,41,363.0,127.06666666666666,472.193074501574
363250,127,0,41,363.25,127.06666666666666,472.193074501574
363500,127,0,41,363.5,127.06666666666666,472.193074501574
363750,128,0,40,363.75,127.06666666666666,472.193074501574
364000,128,0,40,364.0,127.46666666666667,470.7112970711297
364250,128,0,40,364.25,127.46666666666667,470.7112970711297
364500,128,0,40,364.5,127.46666666666667,470.7112970711297
364750,127,0,40,364.75,127.46666666666667,470.7112970711297
365000,127,0,40,365.0,127.46666666666667,470.7112970711297
365250,127,0,40,365.25,127.46666666666667,470.7112970711297
365500,127,0,40,365.5,127.46666666666667,470.7112970711297
365750,127,0,39,365.75,127.46666666666667,470.7112970711297
366000,127,0,39,366.0,127.46666666666667,470.7112970711297
366250,127,0,39,366.25,127.46666666666667,470.7112970711297
366500,127,0,39,366.5,127.46666666666667,470.7112970711297
366750,128,0,38,366.75,127.46666666666667,470.7112970711297
367000,128,0,38,367.0,127.46666666666667,470.7112970711297
367250,128,0,37,367.25,127.46666666666667,470.7112970711297
367500,128,0,37,367.5,127.46666666666667,470.7112970711297
367750,128,0,37,367.75,130.93333333333334,458.2484725050916
368000,128,0,37,368.0,130.93333333333334,458.2484725050916
368250,128,0,36,368.25,130.93333333333334,458.2484725050916
368500,128,0,36,368.5,130.93333333333334,458.2484725050916
368750,129,0,36,368.75,130.93333333333334,458.2484725050916
369000,129,0,36,369.0,130.93333333333334,458.2484725050916
369250,130,0,35,369.25,130.93333333333334,458.2484725050916
369500,130,0,35,369.5,130.93333333333334,458.2484725050916
369750,131,0,34,369.75,130.93333333333334,458.2484725050916
370000,131,0,34,370.0,130.93333333333334,458.2484725050916
370250,133,0,33,370.25,130.93333333333334,458.2484725050916
370500,133,0,33,370.5,130.93333333333334,458.2484725050916
370750,135,0,32,370.75,130.93333333333334,458.2484725050916
371000,135,0,32,371.0,130.93333333333334,458.2484725050916
371250,136,0,31,371.25,130.93333333333334,458.2484725050916
371500,136,0,31,371.5,139.86666666666667,428.979980934223
371750,136,0,30,371.75,139.86666666666667,428.979980934223
372000,136,0,30,372.0,139.86666666666667,428.979980934223
372250,137,0,30,372.25,139.86666666666667,428.979980934223
372500,137,0,30,372.5,139.86666666666667,428.979980934223
372750,139,0,30,372.75,139.86666666666667,428.979980934223
373000,139,0,30,373.0,139.86666666666667,428.979980934223
373250,140,0,30,373.25,139.86666666666667,428.979980934223
373500,140,0,30,373.5,139.86666666666667,428.979980934223
373750,142,0,30,373.75,139.86666666666667,428.979980934223
374000,142,0,30,374.0,139.86666666666667,428.979980934223
374250,143,0,30,374.25,139.86666666666667,428.979980934223
374500,143,0,30,374.5,139.86666666666667,428.979980934223
374750,144,0,29,374.75,139.86666666666667,428.979980934223
375000,144,0,29,375.0,139.86666666666667,428.979980934223
375250,144,0,28,375.25,145.4,412.6547455295736
375500,144,0,28,375.5,145.4,412.6547455295736
375750,144,0,27,375.75,145.4,412.6547455295736
376000,144,0,27,376.0,145.4,412.6547455295736
376250,144,0,26,376.25,145.4,412.6547455295736
