Time(ms),Fhr1(BPM),Fhr2(BPM),Uc(TOCO),Time_sec,Avg_FHR_BPM,Avg_Pulse_Interval_ms
126750,125,0,11,126.75,124.53333333333333,481.7987152034261
127000,125,0,11,127.0,124.53333333333333,481.7987152034261
127250,125,0,11,127.25,124.53333333333333,481.7987152034261
127500,125,0,11,127.5,124.53333333333333,481.7987152034261
127750,125,0,11,127.75,125.73333333333333,477.20042417815483
128000,125,0,11,128.0,125.73333333333333,477.20042417815483
128250,125,0,11,128.25,125.73333333333333,477.20042417815483
128500,125,0,11,128.5,125.73333333333333,477.20042417815483
128750,126,0,11,128.75,125.73333333333333,477.20042417815483
129000,126,0,11,129.0,125.73333333333333,477.20042417815483
129250,126,0,11,129.25,125.73333333333333,477.20042417815483
129500,126,0,11,129.5,125.73333333333333,477.20042417815483
129750,126,0,11,129.75,125.73333333333333,477.20042417815483
130000,126,0,11,130.0,125.73333333333333,477.20042417815483
130250,126,0,11,130.25,125.73333333333333,477.20042417815483
130500,126,0,11,130.5,125.73333333333333,477.20042417815483
130750,126,0,11,130.75,125.73333333333333,477.20042417815483
131000,126,0,11,131.0,125.73333333333333,477.20042417815483
131250,126,0,11,131.25,125.73333333333333,477.20042417815483
131500,126,0,11,131.5,125.33333333333333,478.72340425531917
131750,127,0,11,131.75,125.33333333333333,478.72340425531917
132000,127,0,11,132.0,125.33333333333333,478.72340425531917
132250,127,0,11,132.25,125.33333333333333,478.72340425531917
132500,127,0,11,132.5,125.33333333333333,478.72340425531917
132750,126,0,11,132.75,125.33333333333333,478.72340425531917
133000,126,0,11,133.0,125.33333333333333,478.72340425531917
133250,125,0,11,133.25,125.33333333333333,478.72340425531917
133500,125,0,11,133.5,125.33333333333333,478.72340425531917
133750,125,0,11,133.75,125.33333333333333,478.72340425531917
134000,125,0,11,134.0,125.33333333333333,478.72340425531917
134250,124,0,11,134.25,125.33333333333333,478.72340425531917
134500,124,0,11,134.5,125.33333333333333,478.72340425531917
134750,123,0,11,134.75,125.33333333333333,478.72340425531917
135000,123,0,11,135.0,125.33333333333333,478.72340425531917
135250,123,0,11,135.25,123.26666666666667,486.749594375338
135500,123,0,11,135.5,123.26666666666667,486.749594375338
135750,123,0,11,135.75,123.26666666666667,486.749594375338
136000,123,0,11,136.0,123.26666666666667,486.749594375338
136250,123,0,11,136.25,123.26666666666667,486.749594375338
136500,123,0,11,136.5,123.26666666666667,486.749594375338
136750,123,0,11,136.75,123.26666666666667,486.749594375338
137000,123,0,11,137.0,123.26666666666667,486.749594375338
137250,123,0,11,137.25,123.26666666666667,486.749594375338
137500,123,0,11,137.5,123.26666666666667,486.749594375338
137750,123,0,11,137.75,123.26666666666667,486.749594375338
138000,123,0,11,138.0,123.26666666666667,486.749594375338
138250,124,0,11,138.25,123.26666666666667,486.749594375338
138500,124,0,11,138.5,123.26666666666667,486.749594375338
138750,125,0,11,138.75,123.26666666666667,486.749594375338
139000,125,0,11,139.0,125.53333333333333,477.9607010090281
139250,126,0,11,139.25,125.53333333333333,477.9607010090281
139500,126,0,11,139.5,125.53333333333333,477.9607010090281
139750,126,0,11,139.75,125.53333333333333,477.9607010090281
140000,126,0,11,140.0,125.53333333333333,477.9607010090281
140250,125,0,11,140.25,125.53333333333333,477.9607010090281
140500,125,0,11,140.5,125.53333333333333,477.9607010090281
140750,125,0,11,140.75,125.53333333333333,477.9607010090281
141000,125,0,11,141.0,125.53333333333333,477.9607010090281
141250,125,0,11,141.25,125.53333333333333,477.9607010090281
141500,125,0,11,141.5,125.53333333333333,477.9607010090281
141750,126,0,11,141.75,125.53333333333333,477.9607010090281
142000,126,0,11,142.0,125.53333333333333,477.9607010090281
142250,126,0,11,142.25,125.53333333333333,477.9607010090281
142500,126,0,11,142.5,125.53333333333333,477.9607010090281
142750,127,0,11,142.75,126.53333333333333,474.18335089567967
143000,127,0,11,143.0,126.53333333333333,474.18335089567967
143250,127,0,12,143.25,126.53333333333333,474.18335089567967
143500,127,0,12,143.5,126.53333333333333,474.18335089567967
143750,127,0,12,143.75,126.53333333333333,474.18335089567967
144000,127,0,12,144.0,126.53333333333333,474.18335089567967
144250,127,0,12,144.25,126.53333333333333,474.18335089567967
144500,127,0,12,144.5,126.53333333333333,474.18335089567967
144750,126,0,12,144.75,126.53333333333333,474.18335089567967
145000,126,0,12,145.0,126.53333333333333,474.18335089567967
145250,126,0,12,145.25,126.53333333333333,474.18335089567967
145500,126,0,12,145.5,126.53333333333333,474.18335089567967
145750,126,0,11,145.75,126.53333333333333,474.18335089567967
146000,126,0,11,146.0,126.53333333333333,474.18335089567967
146250,126,0,11,146.25,126.53333333333333,474.18335089567967
146500,126,0,11,146.5,126.13333333333334,475.6871035940803
146750,126,0,11,146.75,126.13333333333334,475.6871035940803
147000,126,0,11,147.0,126.13333333333334,475.6871035940803
147250,126,0,12,147.25,126.13333333333334,475.6871035940803
147500,126,0,12,147.5,126.13333333333334,475.6871035940803
147750,126,0,11,147.75,126.13333333333334,475.6871035940803
148000,126,0,11,148.0,126.13333333333334,475.6871035940803
148250,126,0,11,148.25,126.13333333333334,475.6871035940803
148500,126,0,11,148.5,126.13333333333334,475.6871035940803
148750,126,0,11,148.75,126.13333333333334,475.6871035940803
149000,126,0,11,149.0,126.13333333333334,475.6871035940803
149250,126,0,11,149.25,126.13333333333334,475.6871035940803
149500,126,0,11,149.5,126.13333333333334,475.6871035940803
149750,127,0,11,149.75,126.13333333333334,475.6871035940803
150000,127,0,11,150.0,126.13333333333334,475.6871035940803
150250,128,0,11,150.25,127.6,470.21943573667716
150500,128,0,11,150.5,127.6,470.21943573667716
150750,129,0,11,150.75,127.6,470.21943573667716
151000,129,0,11,151.0,127.6,470.21943573667716
151250,129,0,11,151.25,127.6,470.21943573667716
151500,129,0,11,151.5,127.6,470.21943573667716
151750,128,0,11,151.75,127.6,470.21943573667716
152000,128,0,11,152.0,127.6,470.21943573667716
152250,127,0,11,152.25,127.6,470.21943573667716
152500,127,0,11,152.5,127.6,470.21943573667716
152750,127,0,11,152.75,127.6,470.21943573667716
153000,127,0,11,153.0,127.6,470.21943573667716
153250,126,0,11,153.25,127.6,470.21943573667716
153500,126,0,11,153.5,127.6,470.21943573667716
153750,126,0,11,153.75,127.6,470.21943573667716
154000,126,0,11,154.0,126.0,476.1904761904762
154250,126,0,11,154.25,126.0,476.1904761904762
154500,126,0,11,154.5,126.0,476.1904761904762
154750,126,0,11,154.75,126.0,476.1904761904762
155000,126,0,11,155.0,126.0,476.1904761904762
155250,126,0,11,155.25,126.0,476.1904761904762
155500,126,0,11,155.5,126.0,476.1904761904762
155750,126,0,13,155.75,126.0,476.1904761904762
156000,126,0,13,156.0,126.0,476.1904761904762
156250,126,0,14,156.25,126.0,476.1904761904762
156500,126,0,14,156.5,126.0,476.1904761904762
156750,126,0,15,156.75,126.0,476.1904761904762
157000,126,0,15,157.0,126.0,476.1904761904762
157250,126,0,16,157.25,126.0,476.1904761904762
157500,126,0,16,157.5,126.0,476.1904761904762
157750,126,0,17,157.75,128.06666666666666,468.50598646538265
158000,126,0,17,158.0,128.06666666666666,468.50598646538265
158250,126,0,19,158.25,128.06666666666666,468.50598646538265
158500,126,0,19,158.5,128.06666666666666,468.50598646538265
158750,128,0,21,158.75,128.06666666666666,468.50598646538265
159000,128,0,21,159.0,128.06666666666666,468.50598646538265
159250,129,0,22,159.25,128.06666666666666,468.50598646538265
159500,129,0,22,159.5,128.06666666666666,468.50598646538265
159750,129,0,24,159.75,128.06666666666666,468.50598646538265
160000,129,0,24,160.0,128.06666666666666,468.50598646538265
160250,129,0,26,160.25,128.06666666666666,468.50598646538265
160500,129,0,26,160.5,128.06666666666666,468.50598646538265
160750,129,0,29,160.75,128.06666666666666,468.50598646538265
161000,129,0,29,161.0,128.06666666666666,468.50598646538265
161250,129,0,31,161.25,128.06666666666666,468.50598646538265
161500,129,0,31,161.5,128.73333333333332,466.0797514241326
161750,129,0,32,161.75,128.73333333333332,466.0797514241326
162000,129,0,32,162.0,128.73333333333332,466.0797514241326
162250,129,0,34,162.25,128.73333333333332,466.0797514241326
162500,129,0,34,162.5,128.73333333333332,466.0797514241326
162750,129,0,35,162.75,128.73333333333332,466.0797514241326
163000,129,0,35,163.0,128.73333333333332,466.0797514241326
163250,128,0,36,163.25,128.73333333333332,466.0797514241326
163500,128,0,36,163.5,128.73333333333332,466.0797514241326
163750,128,0,38,163.75,128.73333333333332,466.0797514241326
164000,128,0,38,164.0,128.73333333333332,466.0797514241326
164250,129,0,39,164.25,128.73333333333332,466.0797514241326
164500,129,0,39,164.5,128.73333333333332,466.0797514241326
164750,129,0,40,164.75,128.73333333333332,466.0797514241326
165000,129,0,40,165.0,128.73333333333332,466.0797514241326
165250,128,0,41,165.25,127.2,471.6981132075472
165500,128,0,41,165.5,127.2,471.6981132075472
165750,127,0,42,165.75,127.2,471.6981132075472
166000,127,0,42,166.0,127.2,471.6981132075472
166250,127,0,42,166.25,127.2,471.6981132075472
166500,127,0,42,166.5,127.2,471.6981132075472
166750,127,0,43,166.75,127.2,471.6981132075472
167000,127,0,43,167.0,127.2,471.6981132075472
167250,127,0,44,167.25,127.2,471.6981132075472
167500,127,0,44,167.5,127.2,471.6981132075472
167750,127,0,44,167.75,127.2,471.6981132075472
168000,127,0,44,168.0,127.2,471.6981132075472
168250,127,0,45,168.25,127.2,471.6981132075472
168500,127,0,45,168.5,127.2,471.6981132075472
168750,128,0,46,168.75,127.2,471.6981132075472
169000,128,0,46,169.0,126.66666666666667,473.6842105263158
169250,127,0,47,169.25,126.66666666666667,473.6842105263158
169500,127,0,47,169.5,126.66666666666667,473.6842105263158
169750,127,0,47,169.75,126.66666666666667,473.6842105263158
170000,127,0,47,170.0,126.66666666666667,473.6842105263158
170250,127,0,48,170.25,126.66666666666667,473.6842105263158
170500,127,0,48,170.5,126.66666666666667,473.6842105263158
170750,127,0,48,170.75,126.66666666666667,473.6842105263158
171000,127,0,48,171.0,126.66666666666667,473.6842105263158
171250,126,0,48,171.25,126.66666666666667,473.6842105263158
171500,126,0,48,171.5,126.66666666666667,473.6842105263158
171750,126,0,49,171.75,126.66666666666667,473.6842105263158
172000,126,0,49,172.0,126.66666666666667,473.6842105263158
172250,126,0,49,172.25,126.66666666666667,473.6842105263158
172500,126,0,49,172.5,126.66666666666667,473.6842105263158
172750,126,0,49,172.75,127.6,470.21943573667716
173000,126,0,49,173.0,127.6,470.21943573667716
173250,127,0,49,173.25,127.6,470.21943573667716
173500,127,0,49,173.5,127.6,470.21943573667716
173750,128,0,49,173.75,127.6,470.21943573667716
174000,128,0,49,174.0,127.6,470.21943573667716
174250,128,0,49,174.25,127.6,470.21943573667716
174500,128,0,49,174.5,127.6,470.21943573667716
174750,128,0,49,174.75,127.6,470.21943573667716
175000,128,0,49,175.0,127.6,470.21943573667716
175250,128,0,49,175.25,127.6,470.21943573667716
175500,128,0,49,175.5,127.6,470.21943573667716
175750,128,0,50,175.75,127.6,470.21943573667716
176000,128,0,50,176.0,127.6,470.21943573667716
176250,128,0,50,176.25,127.6,470.21943573667716
176500,128,0,50,176.5,128.4,467.2897196261682
176750,128,0,50,176.75,128.4,467.2897196261682
177000,128,0,50,177.0,128.4,467.2897196261682
177250,128,0,50,177.25,128.4,467.2897196261682
177500,128,0,50,177.5,128.4,467.2897196261682
177750,129,0,50,177.75,128.4,467.2897196261682
178000,129,0,50,178.0,128.4,467.2897196261682
178250,129,0,50,178.25,128.4,467.2897196261682
178500,129,0,50,178.5,128.4,467.2897196261682
178750,129,0,50,178.75,128.4,467.2897196261682
179000,129,0,50,179.0,128.4,467.2897196261682
179250,128,0,49,179.25,128.4,467.2897196261682
179500,128,0,49,179.5,128.4,467.2897196261682
179750,128,0,49,179.75,128.4,467.2897196261682
180000,128,0,49,180.0,128.4,467.2897196261682
180250,128,0,48,180.25,128.06666666666666,468.50598646538265
180500,128,0,48,180.5,128.06666666666666,468.50598646538265
180750,128,0,47,180.75,128.06666666666666,468.50598646538265
181000,128,0,47,181.0,128.06666666666666,468.50598646538265
181250,128,0,47,181.25,128.06666666666666,468.50598646538265
181500,128,0,47,181.5,128.06666666666666,468.50598646538265
181750,128,0,47,181.75,128.06666666666666,468.50598646538265
182000,128,0,47,182.0,128.06666666666666,468.50598646538265
182250,128,0,46,182.25,128.06666666666666,468.50598646538265
182500,128,0,46,182.5,128.06666666666666,468.50598646538265
182750,129,0,46,182.75,128.06666666666666,468.50598646538265
183000,129,0,46,183.0,128.06666666666666,468.50598646538265
183250,128,0,45,183.25,128.06666666666666,468.50598646538265
183500,128,0,45,183.5,128.06666666666666,468.50598646538265
183750,127,0,44,183.75,128.06666666666666,468.50598646538265
184000,127,0,44,184.0,126.86666666666666,472.93746715712035
184250,127,0,44,184.25,126.86666666666666,472.93746715712035
184500,127,0,44,184.5,126.86666666666666,472.93746715712035
184750,127,0,43,184.75,126.86666666666666,472.93746715712035
185000,127,0,43,185.0,126.86666666666666,472.93746715712035
185250,126,0,43,185.25,126.86666666666666,472.93746715712035
185500,126,0,43,185.5,126.86666666666666,472.93746715712035
185750,126,0,42,185.75,126.86666666666666,472.93746715712035
186000,126,0,42,186.0,126.86666666666666,472.93746715712035
186250,127,0,41,186.25,126.86666666666666,472.93746715712035
186500,127,0,41,186.5,126.86666666666666,472.93746715712035
186750,127,0,41,186.75,126.86666666666666,472.93746715712035
187000,127,0,41,187.0,126.86666666666666,472.93746715712035
187250,128,0,40,187.25,126.86666666666666,472.93746715712035
187500,128,0,40,187.5,126.86666666666666,472.93746715712035
187750,129,0,39,187.75,127.53333333333333,470.4652378463147
188000,129,0,39,188.0,127.53333333333333,470.4652378463147
188250,128,0,38,188.25,127.53333333333333,470.4652378463147
188500,128,0,38,188.5,127.53333333333333,470.4652378463147
188750,128,0,38,188.75,127.53333333333333,470.4652378463147
189000,128,0,38,189.0,127.53333333333333,470.4652378463147
189250,127,0,37,189.25,127.53333333333333,470.4652378463147
189500,127,0,37,189.5,127.53333333333333,470.4652378463147
189750,127,0,37,189.75,127.53333333333333,470.4652378463147
190000,127,0,37,190.0,127.53333333333333,470.4652378463147
190250,127,0,37,190.25,127.53333333333333,470.4652378463147
190500,127,0,37,190.5,127.53333333333333,470.4652378463147
190750,127,0,37,190.75,127.53333333333333,470.4652378463147
191000,127,0,37,191.0,127.53333333333333,470.4652378463147
191250,127,0,36,191.25,127.53333333333333,470.4652378463147
191500,127,0,36,191.5,127.8,469.4835680751174
191750,128,0,36,191.75,127.8,469.4835680751174
192000,128,0,36,192.0,127.8,469.4835680751174
192250,129,0,37,192.25,127.8,469.4835680751174
192500,129,0,37,192.5,127.8,469.4835680751174
192750,129,0,37,192.75,127.8,469.4835680751174
193000,129,0,37,193.0,127.8,469.4835680751174
193250,128,0,37,193.25,127.8,469.4835680751174
193500,128,0,37,193.5,127.8,469.4835680751174
193750,127,0,37,193.75,127.8,469.4835680751174
194000,127,0,37,194.0,127.8,469.4835680751174
194250,127,0,36,194.25,127.8,469.4835680751174
194500,127,0,36,194.5,127.8,469.4835680751174
194750,127,0,36,194.75,127.8,469.4835680751174
195000,127,0,36,195.0,127.8,469.4835680751174
195250,127,0,36,195.25,127.2,471.6981132075472
195500,127,0,36,195.5,127.2,471.6981132075472
195750,127,0,35,195.75,127.2,471.6981132075472
196000,127,0,35,196.0,127.2,471.6981132075472
196250,127,0,34,196.25,127.2,471.6981132075472
196500,127,0,34,196.5,127.2,471.6981132075472
196750,127,0,33,196.75,127.2,471.6981132075472
197000,127,0,33,197.0,127.2,471.6981132075472
197250,127,0,32,197.25,127.2,471.6981132075472
197500,127,0,32,197.5,127.2,471.6981132075472
197750,127,0,31,197.75,127.2,471.6981132075472
198000,127,0,31,198.0,127.2,471.6981132075472
198250,128,0,30,198.25,127.2,471.6981132075472
198500,128,0,30,198.5,127.2,471.6981132075472
198750,128,0,30,198.75,127.2,471.6981132075472
199000,128,0,30,199.0,129.06666666666666,464.87603305785126
199250,128,0,29,199.25,129.06666666666666,464.87603305785126
199500,128,0,29,199.5,129.06666666666666,464.87603305785126
199750,128,0,29,199.75,129.06666666666666,464.87603305785126
200000,128,0,29,200.0,129.06666666666666,464.87603305785126
200250,129,0,29,200.25,129.06666666666666,464.87603305785126
200500,129,0,29,200.5,129.06666666666666,464.87603305785126
200750,129,0,28,200.75,129.06666666666666,464.87603305785126
201000,129,0,28,201.0,129.06666666666666,464.87603305785126
201250,130,0,28,201.25,129.06666666666666,464.87603305785126
201500,130,0,28,201.5,129.06666666666666,464.87603305785126
201750,130,0,28,201.75,129.06666666666666,464.87603305785126
202000,130,0,28,202.0,129.06666666666666,464.87603305785126
202250,130,0,27,202.25,129.06666666666666,464.87603305785126
202500,130,0,27,202.5,129.06666666666666,464.87603305785126
202750,130,0,26,202.75,132.93333333333334,451.35406218655964
203000,130,0,26,203.0,132.93333333333334,451.35406218655964
203250,131,0,25,203.25,132.93333333333334,451.35406218655964
203500,131,0,25,203.5,132.93333333333334,451.35406218655964
203750,131,0,24,203.75,132.93333333333334,451.35406218655964
204000,131,0,24,204.0,132.93333333333334,451.35406218655964
204250,132,0,22,204.25,132.93333333333334,451.35406218655964
204500,132,0,22,204.5,132.93333333333334,451.35406218655964
204750,133,0,21,204.75,132.93333333333334,451.35406218655964
205000,133,0,21,205.0,132.93333333333334,451.35406218655964
205250,135,0,19,205.25,132.93333333333334,451.35406218655964
205500,135,0,19,205.5,132.93333333333334,451.35406218655964
205750,136,0,18,205.75,132.93333333333334,451.35406218655964
206000,136,0,18,206.0,132.93333333333334,451.35406218655964
206250,138,0,17,206.25,132.93333333333334,451.35406218655964
206500,138,0,17,206.5,142.4,421.34831460674155
206750,140,0,15,206.75,142.4,421.34831460674155
207000,140,0,15,207.0,142.4,421.34831460674155
207250,141,0,14,207.25,142.4,421.34831460674155
207500,141,0,14,207.5,142.4,421.34831460674155
207750,142,0,13,207.75,142.4,421.34831460674155
208000,142,0,13,208.0,142.4,421.34831460674155
208250,143,0,12,208.25,142.4,421.34831460674155
208500,143,0,12,208.5,142.4,421.34831460674155
208750,144,0,11,208.75,142.4,421.34831460674155
209000,144,0,11,209.0,142.4,421.34831460674155
209250,144,0,11,209.25,142.4,421.34831460674155
209500,144,0,11,209.5,142.4,421.34831460674155
209750,145,0,11,209.75,142.4,421.34831460674155
210000,145,0,11,210.0,142.4,421.34831460674155
210250,146,0,11,210.25,147.13333333333333,407.7933846850929
210500,146,0,11,210.5,147.13333333333333,407.7933846850929
210750,146,0,11,210.75,147.13333333333333,407.7933846850929
211000,146,0,11,211.0,147.13333333333333,407.7933846850929
211250,147,0,11,211.25,147.13333333333333,407.7933846850929
211500,147,0,11,211.5,147.13333333333333,407.7933846850929
211750,148,0,11,211.75,147.13333333333333,407.7933846850929
212000,148,0,11,212.0,147.13333333333333,407.7933846850929
212250,148,0,11,212.25,147.13333333333333,407.7933846850929
212500,148,0,11,212.5,147.13333333333333,407.7933846850929
212750,147,0,11,212.75,147.13333333333333,407.7933846850929
213000,147,0,11,213.0,147.13333333333333,407.7933846850929
213250,147,0,11,213.25,147.13333333333333,407.7933846850929
213500,147,0,11,213.5,147.13333333333333,407.7933846850929
213750,149,0,11,213.75,147.13333333333333,407.7933846850929
214000,149,0,11,214.0,151.26666666666668,396.65050683120313
214250,152,0,11,214.25,151.26666666666668,396.65050683120313
214500,152,0,11,214.5,151.26666666666668,396.65050683120313
214750,151,0,11,214.75,151.26666666666668,396.65050683120313
215000,151,0,11,215.0,151.26666666666668,396.65050683120313
215250,152,0,11,215.25,151.26666666666668,396.65050683120313
215500,152,0,11,215.5,151.26666666666668,396.65050683120313
215750,152,0,11,215.75,151.26666666666668,396.65050683120313
216000,152,0,11,216.0,151.26666666666668,396.65050683120313
216250,151,0,11,216.25,151.26666666666668,396.65050683120313
216500,151,0,11,216.5,151.26666666666668,396.65050683120313
216750,151,0,11,216.75,151.26666666666668,396.65050683120313
217000,151,0,11,217.0,151.26666666666668,396.65050683120313
217250,151,0,11,217.25,151.26666666666668,396.65050683120313
217500,151,0,11,217.5,151.26666666666668,396.65050683120313
217750,151,0,11,217.75,152.2,394.2181340341656
218000,151,0,11,218.0,152.2,394.2181340341656
218250,150,0,11,218.25,152.2,394.2181340341656
218500,150,0,11,218.5,152.2,394.2181340341656
218750,150,0,11,218.75,152.2,394.2181340341656
219000,150,0,11,219.0,152.2,394.2181340341656
219250,152,0,11,219.25,152.2,394.2181340341656
219500,152,0,11,219.5,152.2,394.2181340341656
219750,153,0,11,219.75,152.2,394.2181340341656
220000,153,0,11,220.0,152.2,394.2181340341656
220250,153,0,11,220.25,152.2,394.2181340341656
220500,153,0,11,220.5,152.2,394.2181340341656
220750,155,0,11,220.75,152.2,394.2181340341656
221000,155,0,11,221.0,152.2,394.2181340341656
221250,155,0,11,221.25,152.2,394.2181340341656
221500,155,0,11,221.5,155.93333333333334,384.7798204360838
221750,155,0,11,221.75,155.93333333333334,384.7798204360838
222000,155,0,11,222.0,155.93333333333334,384.7798204360838
222250,155,0,11,222.25,155.93333333333334,384.7798204360838
222500,155,0,11,222.5,155.93333333333334,384.7798204360838
222750,155,0,11,222.75,155.93333333333334,384.7798204360838
223000,155,0,11,223.0,155.93333333333334,384.7798204360838
223250,154,0,11,223.25,155.93333333333334,384.7798204360838
223500,154,0,11,223.5,155.93333333333334,384.7798204360838
223750,156,0,11,223.75,155.93333333333334,384.7798204360838
224000,156,0,11,224.0,155.93333333333334,384.7798204360838
224250,158,0,11,224.25,155.93333333333334,384.7798204360838
224500,158,0,11,224.5,155.93333333333334,384.7798204360838
224750,159,0,11,224.75,155.93333333333334,384.7798204360838
225000,159,0,11,225.0,155.93333333333334,384.7798204360838
225250,159,0,11,225.25,158.13333333333333,379.4266441821248
225500,159,0,11,225.5,158.13333333333333,379.4266441821248
225750,158,0,11,225.75,158.13333333333333,379.4266441821248
226000,158,0,11,226.0,158.13333333333333,379.4266441821248
226250,158,0,11,226.25,158.13333333333333,379.4266441821248
226500,158,0,11,226.5,158.13333333333333,379.4266441821248
226750,157,0,11,226.75,158.13333333333333,379.4266441821248
227000,157,0,11,227.0,158.13333333333333,379.4266441821248
227250,158,0,11,227.25,158.13333333333333,379.4266441821248
227500,158,0,11,227.5,158.13333333333333,379.4266441821248
227750,158,0,11,227.75,158.13333333333333,379.4266441821248
228000,158,0,11,228.0,158.13333333333333,379.4266441821248
228250,158,0,11,228.25,158.13333333333333,379.4266441821248
228500,158,0,11,228.5,158.13333333333333,379.4266441821248
228750,160,0,11,228.75,158.13333333333333,379.4266441821248
229000,160,0,11,229.0,157.86666666666667,380.06756756756755
229250,161,0,11,229.25,157.86666666666667,380.06756756756755
229500,161,0,11,229.5,157.86666666666667,380.06756756756755
229750,160,0,11,229.75,157.86666666666667,380.06756756756755
230000,160,0,11,230.0,157.86666666666667,380.06756756756755
230250,159,0,11,230.25,157.86666666666667,380.06756756756755
230500,159,0,11,230.5,157.86666666666667,380.06756756756755
230750,158,0,11,230.75,157.86666666666667,380.06756756756755
231000,158,0,11,231.0,157.86666666666667,380.06756756756755
231250,156,0,11,231.25,157.86666666666667,380.06756756756755
231500,156,0,11,231.5,157.86666666666667,380.06756756756755
231750,155,0,11,231.75,157.86666666666667,380.06756756756755
232000,155,0,11,232.0,157.86666666666667,380.06756756756755
232250,155,0,11,232.25,157.86666666666667,380.06756756756755
232500,155,0,11,232.5,157.86666666666667,380.06756756756755
232750,154,0,11,232.75,153.06666666666666,391.98606271777004
233000,154,0,11,233.0,153.06666666666666,391.98606271777004
233250,153,0,11,233.25,153.06666666666666,391.98606271777004
233500,153,0,11,233.5,153.06666666666666,391.98606271777004
233750,153,0,11,233.75,153.06666666666666,391.98606271777004
234000,153,0,11,234.0,153.06666666666666,391.98606271777004
234250,153,0,11,234.25,153.06666666666666,391.98606271777004
234500,153,0,11,234.5,153.06666666666666,391.98606271777004
234750,153,0,11,234.75,153.06666666666666,391.98606271777004
235000,153,0,11,235.0,153.06666666666666,391.98606271777004
235250,153,0,11,235.25,153.06666666666666,391.98606271777004
235500,153,0,11,235.5,153.06666666666666,391.98606271777004
235750,153,0,11,235.75,153.06666666666666,391.98606271777004
236000,153,0,11,236.0,153.06666666666666,391.98606271777004
236250,152,0,11,236.25,153.06666666666666,391.98606271777004
236500,152,0,11,236.5,152.93333333333334,392.3278116826504
236750,151,0,11,236.75,152.93333333333334,392.3278116826504
237000,151,0,11,237.0,152.93333333333334,392.3278116826504
237250,151,0,11,237.25,152.93333333333334,392.3278116826504
237500,151,0,11,237.5,152.93333333333334,392.3278116826504
237750,153,0,11,237.75,152.93333333333334,392.3278116826504
238000,153,0,11,238.0,152.93333333333334,392.3278116826504
238250,153,0,11,238.25,152.93333333333334,392.3278116826504
238500,153,0,11,238.5,152.93333333333334,392.3278116826504
238750,153,0,11,238.75,152.93333333333334,392.3278116826504
239000,153,0,11,239.0,152.93333333333334,392.3278116826504
239250,154,0,11,239.25,152.93333333333334,392.3278116826504
239500,154,0,11,239.5,152.93333333333334,392.3278116826504
239750,156,0,11,239.75,152.93333333333334,392.3278116826504
240000,156,0,11,240.0,152.93333333333334,392.3278116826504
240250,156,0,11,240.25,154.93333333333334,387.26333907056795
240500,156,0,11,240.5,154.93333333333334,387.26333907056795
240750,156,0,11,240.75,154.93333333333334,387.26333907056795
241000,156,0,11,241.0,154.93333333333334,387.26333907056795
241250,156,0,11,241.25,154.93333333333334,387.26333907056795
241500,156,0,11,241.5,154.93333333333334,387.26333907056795
241750,156,0,11,241.75,154.93333333333334,387.26333907056795
242000,156,0,11,242.0,154.93333333333334,387.26333907056795
242250,156,0,11,242.25,154.93333333333334,387.26333907056795
242500,156,0,11,242.5,154.93333333333334,387.26333907056795
242750,155,0,11,242.75,154.93333333333334,387.26333907056795
243000,155,0,11,243.0,154.93333333333334,387.26333907056795
243250,152,0,11,243.25,154.93333333333334,387.26333907056795
243500,152,0,11,243.5,154.93333333333334,387.26333907056795
243750,150,0,11,243.75,154.93333333333334,387.26333907056795
244000,150,0,11,244.0,148.0,405.4054054054054
244250,150,0,11,244.25,148.0,405.4054054054054
244500,150,0,11,244.5,148.0,405.4054054054054
244750,150,0,11,244.75,148.0,405.4054054054054
245000,150,0,11,245.0,148.0,405.4054054054054
245250,149,0,11,245.25,148.0,405.4054054054054
245500,149,0,11,245.5,148.0,405.4054054054054
245750,148,0,11,245.75,148.0,405.4054054054054
246000,148,0,11,246.0,148.0,405.4054054054054
246250,148,0,11,246.25,148.0,405.4054054054054
246500,148,0,11,246.5,148.0,405.4054054054054
246750,146,0,11,246.75,148.0,405.4054054054054
247000,146,0,11,247.0,148.0,405.4054054054054
247250,144,0,11,247.25,148.0,405.4054054054054
247500,144,0,11,247.5,148.0,405.4054054054054
247750,143,0,11,247.75,141.8,423.13117066290545
248000,143,0,11,248.0,141.8,423.13117066290545
248250,143,0,11,248.25,141.8,423.13117066290545
248500,143,0,11,248.5,141.8,423.13117066290545
248750,142,0,11,248.75,141.8,423.13117066290545
249000,142,0,11,249.0,141.8,423.13117066290545
249250,141,0,11,249.25,141.8,423.13117066290545
249500,141,0,11,249.5,141.8,423.13117066290545
249750,141,0,11,249.75,141.8,423.13117066290545
250000,141,0,11,250.0,141.8,423.13117066290545
250250,142,0,11,250.25,141.8,423.13117066290545
250500,142,0,11,250.5,141.8,423.13117066290545
250750,142,0,11,250.75,141.8,423.13117066290545
251000,142,0,11,251.0,141.8,423.13117066290545
251250,139,0,11,251.25,141.8,423.13117066290545
251500,139,0,11,251.5,137.53333333333333,436.2578768783325
251750,137,0,11,251.75,137.53333333333333,436.2578768783325
252000,137,0,11,252.0,137.53333333333333,436.2578768783325
252250,137,0,11,252.25,137.53333333333333,436.2578768783325
